timestamp,src_ip,query,qtype,rcode,answers,ttl,label,attack_type
2026-01-09T14:46:24Z,192.168.247.94,amazon.in,AAAA,NOERROR,1,78077,0,
2026-01-15T21:16:35Z,10.146.242.106,example.com,A,NOERROR,2,73899,0,
2026-01-21T17:19:14Z,10.90.168.177,workspace.local,A,NOERROR,1,72002,0,
2026-01-19T18:40:53Z,10.95.31.237,google.com,A,NOERROR,1,44281,0,
2026-01-02T13:08:52Z,172.20.62.64,workspace.local,A,NOERROR,3,64894,0,
2026-01-04T19:24:00Z,10.75.179.30,wikipedia.org,A,NOERROR,1,77820,0,
2026-01-28T00:22:11Z,192.168.85.210,stackoverflow.com,A,NOERROR,3,37652,0,
2026-01-14T16:55:30Z,172.28.188.202,google.com,A,NOERROR,1,61088,0,
2026-01-12T03:10:13Z,10.52.181.244,wikipedia.org,CNAME,NOERROR,3,66967,0,
2026-01-18T03:30:19Z,68.39.7.160,workspace.local,MX,NOERROR,3,56353,0,
2026-01-01T01:11:06Z,172.29.36.18,wikipedia.org,A,NOERROR,1,30816,0,
2026-01-02T22:58:27Z,10.136.17.100,workspace.local,A,NOERROR,3,56737,0,
2026-01-25T08:49:07Z,10.253.252.23,google.com,A,NOERROR,1,61633,0,
2026-01-24T03:09:27Z,192.168.243.102,workspace.local,TXT,NOERROR,2,82533,0,
2026-01-19T05:09:03Z,192.168.120.203,github.com,CNAME,NOERROR,3,35532,0,
2026-01-12T23:49:43Z,192.168.120.203,workspace.local,TXT,NOERROR,2,84352,0,
2026-01-28T18:31:01Z,172.29.207.89,wikipedia.org,A,NOERROR,1,34092,0,
2026-01-14T21:02:43Z,192.168.209.187,wikipedia.org,A,NOERROR,3,29741,0,
2026-01-07T02:30:21Z,172.17.208.65,workspace.local,A,NOERROR,3,66728,0,
2026-01-03T20:13:06Z,172.29.76.182,wikipedia.org,A,NOERROR,2,27467,0,
2026-01-01T15:18:16Z,192.168.238.236,wikipedia.org,A,NOERROR,2,2456,0,
2026-01-22T07:42:42Z,192.168.131.85,zto47w5v62.net,A,NXDOMAIN,0,0,1,DGA_NXDOMAIN_BURST
2026-01-02T04:16:03Z,192.168.94.19,u6l3rujuv03.net,A,NOERROR,3,84665,0,
2026-01-29T13:20:05Z,10.84.31.107,github.com,AAAA,NOERROR,3,36344,0,
2026-01-12T04:33:33Z,134.71.43.134,amazon.in,A,NOERROR,3,22723,0,
2026-01-31T14:41:34Z,192.168.15.67,stackoverflow.com,TXT,NOERROR,1,77170,0,
2026-01-16T16:14:24Z,192.168.15.67,example.com,MX,NOERROR,3,54301,0,
2026-01-21T14:53:46Z,192.168.161.74,amazon.in,A,NOERROR,1,67761,0,
2026-01-03T02:28:01Z,10.5.68.8,github.com,A,NOERROR,2,75561,0,
2026-01-05T02:02:54Z,172.209.66.153,wikipedia.org,MX,NOERROR,1,70556,0,
2026-01-11T08:19:55Z,10.149.98.237,stackoverflow.com,A,NXDOMAIN,0,60428,0,
2026-01-29T17:57:42Z,172.18.36.139,cloudflare.com,A,NOERROR,1,4705,0,
2026-01-30T17:08:05Z,173.58.101.28,stackoverflow.com,TXT,NOERROR,3,25994,0,
2026-01-29T22:37:39Z,192.168.90.169,google.com,A,NOERROR,2,45688,0,
2026-01-19T08:44:49Z,10.194.167.61,cloudflare.com,A,NOERROR,2,7695,0,
2026-01-20T17:47:22Z,10.206.3.239,cloudflare.com,CNAME,NOERROR,2,23660,0,
2026-01-22T07:51:42Z,192.168.131.85,vn9w65ukamee9avte.net,A,NXDOMAIN,0,0,1,DGA_NXDOMAIN_BURST
2026-01-29T00:28:57Z,10.183.120.36,cloudflare.com,A,NOERROR,1,572,0,
2026-01-24T12:51:19Z,192.168.13.146,google.com,A,NOERROR,1,81582,0,
2026-01-20T07:32:06Z,172.17.212.210,google.com,TXT,NOERROR,3,25645,0,
2026-01-22T07:07:36Z,192.168.131.85,f1mypuofzlf.com,A,NXDOMAIN,0,0,1,DGA_NXDOMAIN_BURST
2026-01-23T12:10:06Z,10.155.152.227,google.com,A,NOERROR,2,67515,0,
2026-01-09T01:41:28Z,172.17.48.248,stackoverflow.com,AAAA,NOERROR,3,60973,0,
2026-01-19T13:00:31Z,172.16.135.251,wikipedia.org,A,NOERROR,2,75561,0,
2026-01-14T05:45:50Z,10.68.141.180,example.com,A,NOERROR,2,41957,0,
2026-01-31T13:44:47Z,10.236.63.131,amazon.in,A,NOERROR,2,80551,0,
2026-01-13T05:00:19Z,172.17.48.248,microsoft.com,A,NOERROR,3,9931,0,
2026-01-16T20:51:48Z,10.215.79.66,cloudflare.com,A,NOERROR,2,47356,0,
2026-01-19T00:12:58Z,172.18.15.148,cloudflare.com,MX,NOERROR,2,81772,0,
2026-01-27T06:48:42Z,172.17.48.248,microsoft.com,CNAME,NOERROR,2,10278,0,
2026-01-22T07:55:06Z,192.168.131.85,wb4t0gnw34z34cps.com,A,NXDOMAIN,0,0,1,DGA_NXDOMAIN_BURST
2026-01-03T01:17:33Z,192.168.235.151,google.com,AAAA,NOERROR,2,57718,0,
2026-01-25T08:21:39Z,10.92.58.192,example.com,A,NOERROR,3,4188,0,
2026-01-07T20:45:30Z,10.255.206.188,github.com,A,NOERROR,3,15620,0,
2026-01-30T01:16:09Z,29.9.17.85,amazon.in,AAAA,NOERROR,2,81666,0,
2026-01-29T04:30:51Z,10.15.69.139,wikipedia.org,A,NOERROR,2,38094,0,
2026-01-30T21:23:12Z,10.83.46.32,stackoverflow.com,A,NOERROR,3,27510,0,
2026-01-13T19:35:55Z,172.28.170.236,microsoft.com,TXT,NOERROR,2,14682,0,
2026-01-19T00:11:17Z,172.20.62.64,stackoverflow.com,A,NOERROR,1,19374,0,
2026-01-15T15:05:59Z,192.168.2.168,amazon.in,A,NOERROR,2,63939,0,
2026-01-02T12:24:44Z,172.22.24.10,microsoft.com,CNAME,NOERROR,1,23894,0,
2026-01-18T14:33:18Z,125.0.185.151,wikipedia.org,A,NOERROR,2,14995,0,
2026-01-10T20:28:15Z,10.251.142.193,stackoverflow.com,A,NOERROR,1,3180,0,
2026-01-28T02:26:59Z,10.113.184.32,qe5a47glyp5a11.org,A,NOERROR,2,76673,0,
2026-01-02T15:41:40Z,192.168.218.98,google.com,A,NOERROR,3,23537,0,
2026-01-27T12:13:42Z,10.100.44.59,microsoft.com,A,NOERROR,2,58282,0,
2026-01-10T06:30:35Z,192.168.229.31,microsoft.com,A,NOERROR,3,47998,0,
2026-01-03T11:12:01Z,10.60.233.141,github.com,MX,NOERROR,3,57036,0,
2026-01-08T21:27:22Z,172.21.26.228,stackoverflow.com,A,NOERROR,1,75806,0,
2026-01-04T04:01:12Z,192.168.82.90,workspace.local,A,NOERROR,1,2578,0,
2026-01-31T00:38:28Z,10.75.179.30,stackoverflow.com,A,NOERROR,1,44824,0,
2026-01-08T04:56:42Z,10.103.22.40,github.com,A,NOERROR,1,8102,0,
2026-01-06T11:48:26Z,30.97.116.166,google.com,AAAA,NOERROR,3,60118,0,
2026-01-20T17:32:15Z,10.45.64.202,stackoverflow.com,A,NOERROR,1,20670,0,
2026-01-02T14:58:41Z,172.21.217.67,github.com,TXT,NOERROR,3,49771,0,
2026-01-01T13:11:41Z,151.254.131.93,amazon.in,A,NOERROR,2,9723,0,
2026-01-01T22:17:49Z,192.168.18.14,16tvqh8krpa43tvsb.org,TXT,NOERROR,2,11489,0,
2026-01-06T19:51:37Z,192.168.130.79,cloudflare.com,A,NOERROR,2,35419,0,
2026-01-03T18:12:32Z,172.16.108.111,workspace.local,A,NOERROR,2,12427,0,
2026-01-14T08:06:46Z,172.21.217.67,l4p3cqpw50xvqozx5m.com,A,NOERROR,1,61649,0,
2026-01-22T17:00:31Z,172.16.219.152,github.com,A,NOERROR,3,57905,0,
2026-01-26T12:41:43Z,113.224.92.149,cloudflare.com,A,NOERROR,2,9088,0,
2026-01-17T10:05:23Z,10.95.31.237,microsoft.com,A,NOERROR,2,69504,0,
2026-01-29T02:04:27Z,10.136.17.100,stackoverflow.com,A,NOERROR,1,20236,0,
2026-01-05T16:39:42Z,33.206.247.54,workspace.local,A,NOERROR,2,71175,0,
2026-01-12T22:09:26Z,201.119.66.185,stackoverflow.com,A,NOERROR,2,40939,0,
2026-01-29T23:26:44Z,172.16.135.251,amazon.in,A,NOERROR,1,73660,0,
2026-01-15T20:50:47Z,172.20.35.59,amazon.in,A,NOERROR,2,23346,0,
2026-01-25T22:59:07Z,172.28.188.202,stackoverflow.com,AAAA,NOERROR,2,35976,0,
2026-01-13T21:57:53Z,172.17.189.154,workspace.local,AAAA,NOERROR,2,50829,0,
2026-01-17T11:21:43Z,172.20.205.167,amazon.in,AAAA,NOERROR,1,67458,0,
2026-01-12T15:31:48Z,172.31.133.209,amazon.in,A,NOERROR,3,16569,0,
2026-01-10T01:32:08Z,10.30.248.5,example.com,A,NOERROR,1,17193,0,
2026-01-18T02:15:13Z,192.168.225.171,cloudflare.com,A,NOERROR,1,16558,0,
2026-01-04T16:40:52Z,10.5.68.8,workspace.local,A,NOERROR,2,65488,0,
2026-01-15T14:11:26Z,92.161.12.187,google.com,A,NOERROR,3,25442,0,
2026-01-15T07:16:49Z,192.168.234.29,workspace.local,A,NOERROR,1,55782,0,
2026-01-03T11:04:06Z,10.227.33.203,example.com,A,NOERROR,1,22342,0,
2026-01-15T05:07:56Z,192.168.94.19,workspace.local,A,NOERROR,2,84701,0,
2026-01-27T15:51:21Z,172.29.76.182,workspace.local,A,NOERROR,3,20074,0,
2026-01-30T23:09:39Z,192.168.84.115,example.com,A,NOERROR,3,11514,0,
2026-01-17T03:25:04Z,172.28.136.227,amazon.in,MX,NOERROR,1,28504,0,
2026-01-27T11:18:03Z,172.24.59.149,stackoverflow.com,A,NOERROR,3,59729,0,
2026-01-30T17:24:36Z,172.23.156.231,wikipedia.org,A,NOERROR,1,26334,0,
2026-01-29T06:17:57Z,192.168.239.80,workspace.local,A,NOERROR,3,23695,0,
2026-01-14T13:08:57Z,172.22.24.10,microsoft.com,A,NOERROR,2,35906,0,
2026-01-02T17:12:12Z,172.28.188.202,amazon.in,A,NOERROR,1,78969,0,
2026-01-20T17:45:33Z,192.168.18.14,wikipedia.org,A,NOERROR,3,58166,0,
2026-01-18T04:11:46Z,172.17.189.154,workspace.local,A,NOERROR,1,71454,0,
2026-01-24T00:09:15Z,10.68.141.180,wikipedia.org,A,NOERROR,2,56167,0,
2026-01-22T07:41:51Z,192.168.131.85,leao48tojn7ws.org,A,NXDOMAIN,0,0,1,DGA_NXDOMAIN_BURST
2026-01-09T06:10:00Z,10.172.163.207,google.com,A,NOERROR,1,21707,0,
2026-01-22T07:03:54Z,192.168.131.85,qnk95v0lvnje92.in,A,NXDOMAIN,0,0,1,DGA_NXDOMAIN_BURST
2026-01-26T05:38:28Z,172.27.108.216,stackoverflow.com,A,NOERROR,3,48675,0,
2026-01-13T17:30:03Z,10.90.168.177,workspace.local,A,NOERROR,3,60115,0,
2026-01-20T07:38:55Z,192.168.201.232,github.com,AAAA,NOERROR,3,21813,0,
2026-01-07T11:13:43Z,10.7.231.232,google.com,A,NOERROR,3,33395,0,
2026-01-05T22:46:58Z,10.104.137.183,wikipedia.org,A,NOERROR,1,33253,0,
2026-01-08T10:26:25Z,192.168.240.56,wikipedia.org,A,NOERROR,2,61707,0,
2026-01-18T08:28:19Z,192.168.161.74,example.com,A,NOERROR,2,16423,0,
2026-01-17T21:27:36Z,31.222.168.47,github.com,AAAA,NOERROR,3,51005,0,
2026-01-22T07:34:30Z,192.168.131.85,bvdb5uu7quslg.net,A,NXDOMAIN,0,0,1,DGA_NXDOMAIN_BURST
2026-01-08T09:22:39Z,11.42.21.78,stackoverflow.com,A,NOERROR,1,47594,0,
2026-01-05T14:14:27Z,192.168.131.85,d4fwxv9f2tv.net,A,NXDOMAIN,0,53309,0,
2026-01-22T16:00:19Z,192.168.175.29,cloudflare.com,AAAA,NOERROR,3,9697,0,
2026-01-16T21:34:04Z,192.168.99.150,github.com,TXT,NOERROR,2,68519,0,
2026-01-10T02:20:54Z,192.168.230.157,github.com,MX,NOERROR,2,83661,0,
2026-01-22T07:41:03Z,192.168.131.85,qi6sf6jgfh1mr04zl.org,A,NXDOMAIN,0,0,1,DGA_NXDOMAIN_BURST
2026-01-22T06:34:33Z,192.168.229.31,example.com,TXT,NOERROR,1,75734,0,
2026-01-29T00:49:49Z,192.168.23.36,amazon.in,A,NOERROR,2,46267,0,
2026-01-15T16:05:34Z,172.17.160.105,cloudflare.com,CNAME,NOERROR,3,80262,0,
2026-01-08T01:43:39Z,10.255.206.188,cloudflare.com,A,NOERROR,2,50086,0,
2026-01-04T04:42:28Z,10.154.151.7,example.com,A,NOERROR,1,76140,0,
2026-01-02T07:54:11Z,172.16.135.251,cloudflare.com,A,NOERROR,3,35471,0,
2026-01-18T05:22:35Z,172.19.208.20,example.com,A,NXDOMAIN,0,65893,0,
2026-01-17T19:12:10Z,172.29.207.89,github.com,A,NOERROR,3,38956,0,
2026-01-27T04:36:31Z,172.25.145.217,wikipedia.org,A,NOERROR,3,14985,0,
2026-01-24T04:19:15Z,10.77.37.178,example.com,A,NOERROR,3,85189,0,
2026-01-23T13:04:08Z,10.206.3.239,github.com,AAAA,NOERROR,1,37328,0,
2026-01-01T03:52:24Z,192.168.15.67,microsoft.com,MX,NOERROR,1,20110,0,
2026-01-28T17:41:28Z,192.168.4.118,amazon.in,A,NOERROR,1,69395,0,
2026-01-31T02:30:33Z,192.168.175.29,workspace.local,AAAA,NOERROR,2,1341,0,
2026-01-22T07:30:24Z,192.168.131.85,o336ceekt8bmhv6snk.com,A,NXDOMAIN,0,0,1,DGA_NXDOMAIN_BURST
2026-01-09T13:28:38Z,192.168.85.210,google.com,A,NOERROR,2,68433,0,
2026-01-12T04:24:21Z,192.168.22.244,workspace.local,AAAA,NOERROR,1,34515,0,
2026-01-12T02:00:10Z,10.248.133.77,example.com,A,NOERROR,2,57039,0,
2026-01-26T22:00:39Z,172.21.48.183,workspace.local,AAAA,NOERROR,3,8234,0,
2026-01-15T12:01:49Z,172.28.209.133,github.com,MX,NOERROR,3,85012,0,
2026-01-29T05:24:15Z,213.53.254.235,google.com,AAAA,NOERROR,3,75825,0,
2026-01-12T13:47:09Z,172.17.212.210,wikipedia.org,A,NOERROR,2,78703,0,
2026-01-30T15:42:07Z,172.22.189.51,github.com,A,NOERROR,3,36195,0,
2026-01-14T01:59:02Z,10.59.95.51,google.com,A,NOERROR,1,74273,0,
2026-01-27T01:46:20Z,192.168.90.195,amazon.in,CNAME,NOERROR,1,13160,0,
2026-01-03T14:56:18Z,192.168.140.155,example.com,A,NOERROR,2,61732,0,
2026-01-18T12:46:50Z,172.20.35.59,yftunasinh.com,A,NOERROR,2,64795,0,
2026-01-08T05:23:46Z,192.168.15.67,sxa462rhd0e9pigd11.io,AAAA,NOERROR,3,66332,0,
2026-01-31T08:30:13Z,10.154.157.124,amazon.in,AAAA,NOERROR,1,38223,0,
2026-01-24T17:04:14Z,192.168.85.210,microsoft.com,AAAA,NOERROR,3,68682,0,
2026-01-25T08:01:11Z,192.168.235.151,workspace.local,A,NOERROR,3,13929,0,
2026-01-13T11:47:24Z,10.141.221.182,cloudflare.com,CNAME,NOERROR,1,73991,0,
2026-01-07T13:23:11Z,192.168.2.168,cloudflare.com,A,NOERROR,1,22481,0,
2026-01-02T23:16:36Z,192.168.161.106,wikipedia.org,A,NOERROR,3,44530,0,
2026-01-28T08:43:18Z,192.168.240.56,google.com,A,NOERROR,3,70866,0,
2026-01-31T23:58:02Z,10.177.187.151,workspace.local,CNAME,NOERROR,2,36520,0,
2026-01-22T00:56:46Z,10.95.31.237,stackoverflow.com,A,NOERROR,1,83970,0,
2026-01-30T08:09:34Z,172.31.181.58,microsoft.com,MX,NOERROR,1,75556,0,
2026-01-04T06:29:04Z,192.168.40.213,microsoft.com,A,NOERROR,2,21865,0,
2026-01-15T11:50:09Z,192.168.57.80,example.com,A,NOERROR,1,49701,0,
2026-01-21T08:08:31Z,10.103.22.40,workspace.local,A,NOERROR,2,5472,0,
2026-01-21T06:38:53Z,158.16.33.175,ur2a1o1ff41ft4px.io,A,NOERROR,3,71501,0,
2026-01-19T16:26:38Z,192.168.131.197,amazon.in,A,NOERROR,1,54603,0,
2026-01-23T02:54:32Z,172.16.108.111,stackoverflow.com,A,NOERROR,2,65756,0,
2026-01-04T11:57:50Z,172.22.12.19,wikipedia.org,A,NOERROR,1,83806,0,
2026-01-22T07:53:09Z,192.168.131.85,f6gozk4htsy4ntoi.org,A,NXDOMAIN,0,0,1,DGA_NXDOMAIN_BURST
2026-01-31T07:20:29Z,172.28.136.227,stackoverflow.com,A,NOERROR,3,29844,0,
2026-01-14T08:17:46Z,10.77.37.178,wikipedia.org,A,NOERROR,2,81663,0,
2026-01-14T02:31:29Z,192.168.141.152,google.com,A,NOERROR,1,49827,0,
2026-01-30T02:44:22Z,172.23.174.82,example.com,A,NOERROR,2,67317,0,
2026-01-15T08:36:21Z,172.30.246.64,cloudflare.com,A,NOERROR,1,30751,0,
2026-01-10T10:41:14Z,172.21.155.157,example.com,A,NOERROR,2,54773,0,
2026-01-18T16:36:18Z,172.22.130.105,wikipedia.org,A,NOERROR,3,62423,0,
2026-01-07T18:07:38Z,168.125.102.115,google.com,A,NOERROR,3,12251,0,
2026-01-09T17:43:08Z,172.21.26.228,github.com,CNAME,NOERROR,3,44996,0,
2026-01-17T09:33:27Z,10.206.3.239,microsoft.com,A,NXDOMAIN,0,5969,0,
2026-01-21T09:36:50Z,10.165.71.98,cloudflare.com,A,NOERROR,3,32641,0,
2026-01-22T07:39:00Z,192.168.131.85,j0k4ojqlmufu629.net,A,NXDOMAIN,0,0,1,DGA_NXDOMAIN_BURST
2026-01-18T16:40:20Z,192.168.117.95,example.com,A,NOERROR,1,36224,0,
2026-01-24T07:11:57Z,192.168.85.210,google.com,A,NOERROR,2,7417,0,
2026-01-31T02:59:13Z,10.90.168.177,wikipedia.org,TXT,NOERROR,3,939,0,
2026-01-07T18:18:22Z,15.51.131.58,github.com,A,NXDOMAIN,0,8105,0,
2026-01-10T16:11:50Z,10.58.223.183,cloudflare.com,A,NOERROR,2,15259,0,
2026-01-27T06:48:08Z,10.194.167.61,workspace.local,MX,NOERROR,3,28713,0,
2026-01-10T13:04:16Z,172.18.202.132,stackoverflow.com,A,NOERROR,1,21242,0,
2026-01-08T14:06:28Z,10.59.95.51,google.com,A,NOERROR,3,59487,0,
2026-01-08T04:27:07Z,192.168.247.94,example.com,AAAA,NOERROR,1,86311,0,
2026-01-10T10:26:42Z,192.168.235.151,cloudflare.com,A,NOERROR,3,48230,0,
2026-01-12T17:58:19Z,10.141.221.182,google.com,CNAME,NOERROR,1,55940,0,
2026-01-07T16:44:42Z,172.29.98.242,cloudflare.com,A,NOERROR,3,67847,0,
2026-01-10T08:16:53Z,10.136.17.100,stackoverflow.com,A,NOERROR,1,41037,0,
2026-01-10T07:01:54Z,10.90.104.114,wikipedia.org,A,NOERROR,2,72226,0,
2026-01-11T18:03:16Z,192.168.212.196,cloudflare.com,A,NOERROR,1,70393,0,
2026-01-06T16:10:52Z,10.15.69.139,amazon.in,CNAME,NOERROR,2,58819,0,
2026-01-23T20:53:00Z,172.31.133.209,google.com,A,NOERROR,1,40294,0,
2026-01-19T13:16:35Z,172.30.246.64,example.com,A,NOERROR,3,12141,0,
2026-01-29T19:00:32Z,10.155.152.227,example.com,A,NOERROR,1,12967,0,
2026-01-05T08:49:02Z,10.251.170.107,wikipedia.org,A,NOERROR,3,22145,0,
2026-01-29T00:54:03Z,10.50.28.86,microsoft.com,AAAA,NOERROR,3,16329,0,
2026-01-22T07:13:57Z,192.168.131.85,ye5ires6s8oeo.io,A,NXDOMAIN,0,0,1,DGA_NXDOMAIN_BURST
2026-01-19T03:02:41Z,75.113.179.184,wikipedia.org,A,NOERROR,1,84352,0,
2026-01-25T12:55:27Z,172.21.217.67,stackoverflow.com,A,NOERROR,2,52235,0,
2026-01-19T00:26:01Z,172.20.117.62,wikipedia.org,A,NOERROR,3,11636,0,
2026-01-03T09:27:50Z,172.20.31.23,cloudflare.com,A,NOERROR,2,4022,0,
2026-01-04T16:28:52Z,10.15.69.139,microsoft.com,A,NOERROR,2,26821,0,
2026-01-04T16:16:10Z,172.17.208.65,workspace.local,A,NOERROR,2,71588,0,
2026-01-02T11:04:34Z,192.168.57.80,example.com,A,NOERROR,3,15695,0,
2026-01-23T10:33:59Z,191.204.2.70,qetibgwys5m3ys.net,CNAME,NOERROR,1,51053,0,
2026-01-16T22:28:12Z,192.168.162.214,amazon.in,MX,NOERROR,1,58866,0,
2026-01-25T09:52:57Z,172.24.1.102,wikipedia.org,A,NOERROR,2,25345,0,
2026-01-10T21:36:31Z,192.168.22.244,wikipedia.org,A,NOERROR,1,1669,0,
2026-01-24T08:47:44Z,192.168.46.51,amazon.in,A,NOERROR,1,48222,0,
2026-01-15T21:04:58Z,135.238.17.102,workspace.local,A,NOERROR,3,23238,0,
2026-01-06T05:43:09Z,192.168.162.214,github.com,A,NOERROR,1,79663,0,
2026-01-28T12:06:54Z,10.89.56.7,stackoverflow.com,TXT,NOERROR,2,23038,0,
2026-01-11T05:58:37Z,10.215.79.66,google.com,TXT,NXDOMAIN,0,77127,0,
2026-01-28T20:57:54Z,10.30.248.5,microsoft.com,AAAA,NOERROR,2,17230,0,
2026-01-24T15:10:07Z,10.103.22.40,example.com,A,NOERROR,2,66569,0,
2026-01-30T00:06:52Z,10.132.158.162,wikipedia.org,A,NOERROR,1,70775,0,
2026-01-07T19:16:13Z,192.168.247.94,github.com,MX,NOERROR,3,74480,0,
2026-01-31T18:55:29Z,192.168.218.98,example.com,AAAA,NOERROR,1,19332,0,
2026-01-06T20:18:52Z,10.52.224.168,wikipedia.org,A,NOERROR,3,81863,0,
2026-01-28T13:51:58Z,10.206.3.239,amazon.in,CNAME,NOERROR,2,19707,0,
2026-01-21T20:16:07Z,10.248.230.94,riu0erqnxhi.in,A,NOERROR,3,28127,0,
2026-01-17T18:33:48Z,172.22.189.51,stackoverflow.com,A,NOERROR,2,42459,0,
2026-01-31T04:55:36Z,21.26.244.29,example.com,A,NOERROR,1,10201,0,
2026-01-19T17:36:23Z,192.168.46.51,microsoft.com,A,NOERROR,3,84376,0,
2026-01-03T00:54:39Z,192.168.243.102,cloudflare.com,A,NOERROR,2,72460,0,
2026-01-17T15:41:22Z,10.59.95.51,cloudflare.com,A,NOERROR,3,34632,0,
2026-01-04T08:28:39Z,172.18.73.178,amazon.in,A,NOERROR,1,31330,0,
2026-01-25T16:25:57Z,172.20.62.64,example.com,A,NOERROR,1,74603,0,
2026-01-21T04:54:38Z,172.18.220.194,amazon.in,CNAME,NOERROR,1,82677,0,
2026-01-05T04:28:05Z,192.168.240.56,workspace.local,A,NOERROR,3,65545,0,
2026-01-22T07:01:06Z,192.168.131.85,75u9z293ni.io,A,NXDOMAIN,0,0,1,DGA_NXDOMAIN_BURST
2026-01-06T07:12:25Z,172.16.108.111,amazon.in,A,NOERROR,3,55296,0,
2026-01-02T12:41:44Z,172.17.160.105,wikipedia.org,MX,NOERROR,1,37588,0,
2026-01-09T03:06:44Z,172.16.135.251,wikipedia.org,TXT,NOERROR,2,82205,0,
2026-01-17T04:07:16Z,172.19.208.20,zkdcq43zjtq56.com,A,NOERROR,2,48984,0,
2026-01-22T07:12:36Z,192.168.131.85,hlxiept17rpxa.com,A,NXDOMAIN,0,0,1,DGA_NXDOMAIN_BURST
2026-01-30T11:30:41Z,10.30.248.5,cloudflare.com,A,NOERROR,3,16593,0,
2026-01-07T16:20:38Z,10.132.158.162,example.com,A,NOERROR,2,20094,0,
2026-01-07T11:36:38Z,172.31.160.14,microsoft.com,A,NOERROR,3,68248,0,
2026-01-31T06:37:14Z,172.17.160.105,github.com,A,NOERROR,2,80022,0,
2026-01-14T21:26:28Z,10.2.196.102,google.com,A,NOERROR,2,77976,0,
2026-01-25T20:43:54Z,192.168.82.90,cloudflare.com,AAAA,NOERROR,3,278,0,
2026-01-14T15:27:06Z,10.160.188.165,cloudflare.com,TXT,NOERROR,3,67584,0,
2026-01-22T07:24:27Z,192.168.131.85,5t6ugplw7iw8t.net,A,NXDOMAIN,0,0,1,DGA_NXDOMAIN_BURST
2026-01-29T17:52:05Z,172.18.236.117,microsoft.com,A,NOERROR,2,48857,0,
2026-01-26T11:37:35Z,192.168.30.101,wikipedia.org,A,NOERROR,1,90,0,
2026-01-11T18:30:35Z,172.31.133.209,google.com,A,NOERROR,2,53357,0,
2026-01-14T13:43:00Z,192.168.90.169,google.com,A,NOERROR,3,42762,0,
2026-01-22T01:42:00Z,192.168.253.4,amazon.in,A,NOERROR,2,2579,0,
2026-01-23T05:05:56Z,172.20.212.19,github.com,A,NOERROR,3,51574,0,
2026-01-30T11:33:34Z,172.22.193.140,example.com,A,NOERROR,2,73358,0,
2026-01-07T16:18:15Z,192.168.175.29,github.com,A,NOERROR,2,40372,0,
2026-01-27T11:33:43Z,10.56.124.95,workspace.local,A,NOERROR,3,44193,0,
2026-01-11T02:38:34Z,10.38.242.163,amazon.in,A,NOERROR,2,34229,0,
2026-01-16T14:31:17Z,172.29.76.182,github.com,A,NOERROR,2,1243,0,
2026-01-23T06:10:58Z,172.30.246.64,workspace.local,A,NOERROR,1,37734,0,
2026-01-25T00:01:40Z,10.11.129.85,amazon.in,A,NOERROR,3,6401,0,
2026-01-02T04:11:10Z,10.136.122.158,amazon.in,A,NOERROR,1,15921,0,
2026-01-16T07:36:07Z,192.168.42.140,microsoft.com,AAAA,NOERROR,3,70323,0,
2026-01-13T12:51:32Z,172.30.246.64,wikipedia.org,A,NOERROR,1,6171,0,
2026-01-20T10:26:13Z,10.253.252.23,cloudflare.com,AAAA,NOERROR,1,21102,0,
2026-01-02T04:51:02Z,192.168.253.4,wikipedia.org,A,NOERROR,1,8172,0,
2026-01-18T19:42:09Z,192.168.119.241,cloudflare.com,A,NOERROR,1,28832,0,
2026-01-31T14:51:48Z,10.242.117.238,stackoverflow.com,MX,NOERROR,3,56988,0,
2026-01-04T17:25:30Z,19.104.194.35,wikipedia.org,A,NOERROR,2,65099,0,
2026-01-17T15:11:56Z,172.22.12.19,example.com,A,NXDOMAIN,0,70278,0,
2026-01-02T14:57:01Z,172.17.212.210,github.com,A,NOERROR,3,2124,0,
2026-01-13T20:49:11Z,192.168.208.79,example.com,A,NOERROR,3,4539,0,
2026-01-01T05:40:05Z,203.100.139.137,n266yyxn5ax3vjw26q.net,AAAA,NOERROR,2,84135,0,
2026-01-23T00:03:54Z,192.168.90.110,example.com,MX,NOERROR,1,13135,0,
2026-01-04T06:51:56Z,156.45.236.118,google.com,A,NOERROR,3,55702,0,
2026-01-26T05:21:52Z,10.233.229.254,m8ifitz2y6.org,A,NOERROR,3,55270,0,
2026-01-11T18:57:19Z,172.31.181.58,github.com,A,NOERROR,1,13824,0,
2026-01-15T17:10:32Z,192.168.140.155,cloudflare.com,A,NOERROR,2,9301,0,
2026-01-31T22:53:06Z,75.13.161.150,workspace.local,A,NOERROR,2,19588,0,
2026-01-16T01:07:14Z,69.109.62.67,github.com,A,NOERROR,3,67650,0,
2026-01-20T20:06:18Z,192.168.182.124,stackoverflow.com,CNAME,NOERROR,3,38583,0,
2026-01-19T18:58:31Z,10.100.44.59,zdeyjtx3gn4r.io,AAAA,NOERROR,3,86309,0,
2026-01-28T04:08:39Z,172.21.155.157,google.com,TXT,NOERROR,1,49735,0,
2026-01-19T12:30:36Z,192.168.229.31,microsoft.com,A,NOERROR,1,65064,0,
2026-01-15T21:20:49Z,172.18.236.117,github.com,CNAME,NOERROR,2,9974,0,
